Title,Timestamp,Article Text,Image URL Derived,Image URL 2,Source Name,Source URL
FDA Roundup for 20 August 2024,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638598152750814819-66c57c05ac48c5e342a25d59.jpg,PR Newswire Medical Pharmaceuticals,https://www.prnewswire.com/news-releases/fda-roundup-august-20-2024-302226711.html
EMA Accepts Type II Application for Liso-cel in R/R Follicular Lymphoma,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638598150812621253-66c57aceac48c5e342a25d58.jpg,CancerNetwork,https://www.cancernetwork.com/view/ema-validates-type-ii-application-for-liso-cel-in-r-r-follicular-lymphoma
Serum Uric Acid Potential Biomarker for Bipolar Disorder,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638597517664745547-66c483869711e77d8714db71.jpg,HCPLive,https://www.hcplive.com/view/serum-uric-acid-may-be-biomarker-for-bipolar-affective-disorder
Study Cautions Timing Of Dialysis in Kidney Failure,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638597514344707213-66c47fe9ac48c5e342a25d4a.jpg,Eureka News,http://dx.doi.org/10.7326/M23-3028
New AI Tool Achieves 99% Accuracy in Distinguishing Tumors,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638597503150024712-66c47da39711e77d8714db70.jpg,Targeted Oncology,https://www.targetedonc.com/view/new-ai-tool-offers-detailed-cancer-prognosis-and-recurrence-predictions
FDA Roundup for 16 August 2024,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638596512868587684-66c2fb36ac48c5e342a25ca7.jpg,PR Newswire Medical Pharmaceuticals,https://www.prnewswire.com/news-releases/fda-roundup-august-16-2024-302224498.html
Study Shows Metabolism & immunity Linkage in Rare diseases,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638596508607391235-66c2f9559711e77d8714da70.jpg,MedicalXpress,https://medicalxpress.com/news/2024-08-rare-diseases-metabolism-immunity.html
Tecovirimat Trial Shows Little Effect on Mpox Lesion Duration,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638596502346634056-66c2f67a9711e77d8714da6d.jpg,News Medical Life Sciences,https://www.news-medical.net/news/20240816/Tecovirimat-shows-no-significant-impact-on-mpox-lesion-duration-in-DRC-study.aspx
"NICE's ""Optimised"" Guidance Modifies MHRA-Approved Indication",2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638593903866511661-66beffb0a92b3374bec27999.png,Pharmaphorum,https://pharmaphorum.com/news/nice-updates-controversial-multiple-myeloma-decisions
Production Increased Called by WHO Amid Cholera Vaccine Shortage,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638593888673638608-66bef9dbdb299b144cfb1d45.jpg,MedicalXpress,https://medicalxpress.com/news/2024-08-cholera-vaccine-production-boost.html
Mouthwash-Based Test May Predict Head & Neck Cancer Recurrence,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638593878553058157-66bef4fcdb299b144cfb1d40.jpg,Eureka News,https://www.eurekalert.org/news-releases/1054672
Asthma Remission Possible with Newer Treatments,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638592974644378930-66bd9476db299b144cfb1d33.jpg,Healio,https://www.healio.com/news/allergy-asthma/20240814/asthma-remission-appears-possible-with-treatment
FDA Approves Axatilimab in Chronic Graft-Versus-Host Disease,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638592963454856751-66bd9018a92b3374bec27981.jpg,HCPLive,https://www.hcplive.com/view/fda-approves-axatilimab-for-chronic-graft-versus-host-disease
WHO Declares Mpox a Public Health Emergency,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638592953135255575-66bd8c07471eb3c67f545f9a.jpg,Contagion Live,https://www.contagionlive.com/view/africa-cdc-director-general-mpox-outbreak-a-public-health-emergency-of-continental-security
FDA Roundup for 13 August 2024,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638592136871167668-66bc4de8471eb3c67f545f2e.jpg,PR Newswire Medical Pharmaceuticals,https://www.prnewswire.com/news-releases/fda-roundup-august-13-2024-302221592.html
FDA Approves Deep Brain Stimulation Device for Parkinson’s,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638592122092488195-66bc47b2ff71f30c1bd039f1.jpg,Healio,https://www.healio.com/news/neurology/20240813/fda-approves-asleep-deep-brain-stimulation-surgery-for-parkinsons-essential-tremor
Review of Immune Checkpoint Inhibitors in Cancer Treatment,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638592102190235512-66bc3f81ff71f30c1bd039ef.jpg,Eureka News,http://dx.doi.org/10.20892/j.issn.2095-3941.2024.0055
Apixaban & Aspirin Similar Efficacy in Treating Stroke,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638591281953472814-66baff62a92b3374bec27916.jpg,Healio,https://www.healio.com/news/hematology-oncology/20240812/apixaban-aspirin-comparable-for-patients-with-cancer-history-cryptogenic-stroke
FDA Approves First Nasal Epinephrine Spray for Severe Allergies,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638591272760391647-66bafc6fa92b3374bec27915.jpg,HCPLive,https://www.hcplive.com/view/impact-nasal-epinephrine-spray-patients-severe-allergies-with-edwin-h-kim-md
Evaluating Detection Approaches for Breast Cancer Recurrence,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638591267399816741-66baf993471eb3c67f545ecf.jpg,Targeted Oncology,https://www.targetedonc.com/view/assessing-detection-modalities-for-breast-cancer-recurrence
Sickle Cell Disease Severity Influences Embolism Risk in Women,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638590410672108431-66b9aabb424ed119b0f5d68a.jpg,HCPLive,https://www.hcplive.com/view/disease-status-influences-vte-risk-in-women-with-sickle-cell-disease
FDA Rejects Lykos' MDMA Therapy for PTSD,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638590405209336239-66b9a85349003ff21e6ff410.jpg,Pharmaphorum,https://pharmaphorum.com/news/fda-shoots-down-lykos-mdma-therapy-ptsd
FDA Partially Approves Novartis Fabhalta in IgA Nephropathy,2024-07-10 07:42:00,"Apellis Pharma's marketing application for the eye disease treatment Syfovre was rejected by the EMA for a second time due to concerns about the drug's efficacy and safety profile. The CHMP cited lack of clinically meaningful benefit for patients, significant risk of adverse events, and reports of retinal vasculitis. Apellis plans to seek a re-evaluation of the decision, noting dissenting opinions within the panel. While approved in the US, the drug faces challenges in the EU. Pegcetacoplan, the active ingredient, is also used for a rare blood disorder. Despite setbacks, analysts had projected Syfovre as a potential blockbuster drug with significant sales potential.","https://pharmacontent.blob.core.windows.net/images/638561941683168309-668e3ab69a6becc26a556a5d.jpg",https://medsii.azureedge.net/images/638587858020654448-66b5c67c49003ff21e6ff2e5.jpg,Healio,https://www.healio.com/news/nephrology/20240808/novartis-receives-fda-approval-for-fabhalta-to-treat-iga-nephropathy
