Title,Time,Link,Image URL,Teaser,Source Name
Gut Mucosal Damage Raises Risk of Parkinson's,2024-09-12 07:01:00,https://www.hcplive.com/view/upper-gi-mucosal-damage-linked-increased-risk-parkinson-disease,https://medsii.azureedge.net/images/638617212944368991-66e29039d832db8b2bed8f3f.jpg,"A recent study published in JAMA Network Open suggests that a history of upper gastrointestinal mucosal damage may increase the risk of developing Parkinson disease (PD). Analyzing data from nearly 20,000 patients who underwent upper endoscopy, researchers found that those with mucosal damage had a significantly higher likelihood of being diagnosed with PD compared to those without damage. The study highlights the need for further investigation into the relationship between gastrointestinal health and PD, emphasizing the importance of monitoring patients with mucosal damage for potential PD risk.",HCPLive
Clinical Scale Validated for Detecting Early Catheter Infection in Hemodialysis,2024-09-12 06:49:00,https://www.healio.com/news/nephrology/20240910/researchers-validate-clinical-scale-for-early-catheter-infection-detection-in-hemodialysis,https://medsii.azureedge.net/images/638617205484084346-66e28d95001b19ebcdecf0d4.jpg,"A study validated a clinical scale for early detection of infections at the exit site of central venous catheters (CVC) in hemodialysis patients with chronic kidney disease. Conducted across nine hospitals in Spain, the multicenter study involved 337 CVCs and identified key symptoms for the scale: pain during dialysis, hyperemia of at least 2 cm, and purulent exudate. The scale demonstrated high efficacy with an area under the curve of 88.3%, sensitivity of 80.34%, and specificity of 95.23%. Its use enhances early detection, treatment, and uniformity in monitoring exit-site infections, potentially improving patient outcomes and care continuity.",Healio
FDA Awards Orphan Status for Cilnidipine in Systemic Sclerosis,2024-09-12 06:37:00,https://www.prnewswire.com/news-releases/aisa-pharma-receives-fda-orphan-drug-designation-for-aisa-021-for-treatment-of-systemic-sclerosis-302242199.html,https://medsii.azureedge.net/images/638617198437006866-66e28b29a042693efa9b17cd.jpg,"Aisa Pharma, Inc. announced that its drug AISA-021 (cilnidipine) received orphan drug designation from the FDA for treating Systemic Sclerosis (SSc), a severe autoimmune disease affecting 175,000 Americans. This designation may expedite development and offers various incentives. Preliminary Phase 2 study results show AISA-021 improved symptoms and had fewer side effects compared to existing therapies. Aisa plans to present two abstracts at the upcoming ACR Convergence Scientific Meeting in November 2024 and is seeking partners to support further development. AISA-021 is distinguished by its selectivity for N-type calcium channels and potential pain relief capabilities.",PR Newswire FDA Approval
Diabetes Raises Gum Disease Risk Study Shows,2024-09-12 06:30:00,https://www.eurekalert.org/news-releases/1057199,https://medsii.azureedge.net/images/638617194073977251-66e289d3d832db8b2bed8f3d.jpg,"Recent research presented at the EASD annual meeting highlights a link between gum disease and microvascular complications in individuals with diabetes. A study of over 15,000 participants with type 2 diabetes found that those with diabetic retinopathy and neuropathy had significantly higher risks of moderate to severe periodontitis. The presence of dyslipidaemia further increased these risks. Researchers emphasize the importance of a multidisciplinary approach in treatment, urging dentists to screen diabetic patients for microvascular complications, which could enhance both oral and overall health outcomes.",Eureka News
Positive Trial Results for Dupixent in Uncontrolled COPD ,2024-09-12 06:25:00,https://www.sanofi.com/en/media-room/press-releases/2024/2024-09-10-10-30-00-2943464,https://medsii.azureedge.net/images/638617191007040140-66e2880ed832db8b2bed8f3c.png,"A pooled analysis from the BOREAS and NOTUS phase 3 studies presented at the 2024 European Respiratory Society Congress demonstrated that Dupixent significantly reduces exacerbations (31% decrease) and improves lung function in adults with uncontrolled COPD and type 2 inflammation. Approved in the EU as the first biologic for this condition, Dupixent shows promise in enhancing treatment for COPD patients already on standard inhaled therapy. Safety profiles were consistent with prior studies, and regulatory reviews are ongoing in multiple countries. Sanofi and Regeneron continue to explore Dupixent's efficacy in treating type 2 inflammation-related diseases.",Google Alerts <googlealerts-noreply@google.com>
Latest Guidance to Prevent Surgical Site Infections in Colorectal Surgeries,2024-09-16 07:11:00,https://www.clinicaladvisor.com/features/surgical-site-infection-prevention/,https://medsii.azureedge.net/images/638620674947809151-66e7d963eb7808a67efb0a32.jpg,"The American Society of Colon and Rectal Surgeons (ASCRS) has published a clinical practice guideline aimed at preventing surgical site infections (SSIs) during colorectal surgeries. This guideline, based on a review of 139 studies, includes 18 recommendations covering institutional, preoperative, intraoperative, and wound care interventions. Key findings emphasize the importance of care bundles, oral antibiotics combined with mechanical bowel preparation, proper hair removal techniques, timely antibiotic administration, and the use of wound protectors. The guideline aims to provide evidence-based strategies for healthcare professionals and patients to minimize SSI risks in colorectal operations.",Google Alert - Antibiotics
New ALS Blood Test Reaches 98% Accuracy in Diagnosis,2024-09-16 07:04:00,https://www.news-medical.net/news/20240913/New-blood-test-achieves-9825-accuracy-in-diagnosing-ALS.aspx,https://medsii.azureedge.net/images/638620670617328136-66e7d7e0eb7808a67efb0a31.jpg,"A new, highly accurate diagnostic blood test for amyotrophic lateral sclerosis (ALS) has been developed. This test aims to improve the diagnosis of ALS, a progressive neurodegenerative disease that affects neurons in the brain and spinal cord.",News Medical Life Sciences
Radium-223 + Xtandi Improves Outcomes in Prostate Cancer,2024-09-16 07:00:00,https://www.targetedonc.com/view/radium-223-enhances-outcomes-with-enzalutamide-in-metastatic-castration-resistant-prostate-cancer,https://medsii.azureedge.net/images/638620668173755948-66e7d6b1200d2676c39ea05b.jpg,"The phase 3 PEACE-3 trial demonstrated that combining radium-223 (Xofigo) with enzalutamide (Xtandi) significantly improves radiological progression-free survival (rPFS) and overall survival (OS) in patients with advanced prostate cancer and bone metastases. The trial involved patients from 12 countries, showing a median rPFS of 19.4 months for the combination compared to 16.4 months for monotherapy. OS was also improved with the combination (42.3 months vs. 35.0 months). However, the combination led to more adverse effects, highlighting the need for further data before widespread use.",Targeted Oncology
FDA Orphan Status to Plozasiran for Familial Chylomicronemia Syndrome,2024-09-16 06:54:00,https://www.hcplive.com/view/fda-grants-breakthrough-therapy-designation-to-plozasiran-for-fcs,https://medsii.azureedge.net/images/638620664674432091-66e7d553eb7808a67efb0a2f.jpg,"The FDA has granted Breakthrough Therapy designation to plozasiran, an investigational treatment for lowering triglycerides in adults with familial chylomicronemia syndrome (FCS). Arrowhead Pharmaceuticals plans to submit a New Drug Application by the end of 2024. Plozasiran, a first-in-class RNA interference therapeutic, showed significant triglyceride reduction in a Phase 3 study, with a median decrease of 80% at 10 months. The designation aims to expedite the development of therapies for serious conditions. Plozasiran has also received Orphan Drug and Fast Track designations and is being studied for other hyperlipidemia conditions.",HCPLive
Itepekimab Reduces Exacerbation Events in Ex-smokers with COPD,2024-09-16 06:50:00,https://www.healio.com/news/pulmonology/20240913/itepekimab-lowers-exacerbation-rate-in-former-smokers-with-copd,https://medsii.azureedge.net/images/638620661978646655-66e7d400200d2676c39ea058.jpg,"Itepekimab led to a 51% lower adjusted annualized exacerbation rate in former smokers with moderate/severe COPD and exacerbation history, according to a poster presented at the European Respiratory Society International Congress.

Exacerbations contribute to progressive lung function and worsen quality of life, so the potential to reduce these events is essential for any investigational COPD treatment.
Itepekimab is currently in two phase 3 trials, which have completed enrollment, and results are expected in the second half of next year.
",Healio
Diabetes Risk Raised with Increased Ultra-Processed Food Intake,2024-09-16 06:42:00,http://dx.doi.org/10.1016/j.lanepe.2024.101043,https://medsii.azureedge.net/images/638620657636236042-66e7d260200d2676c39ea04d.jpg,"A study by UCL researchers, published in The Lancet Regional Health – Europe, links increased consumption of ultra-processed foods (UPF) to a higher risk of type 2 diabetes. Analyzing data from over 311,000 individuals across Europe, the study found a 17% increase in diabetes risk for every 10% rise in UPF intake. Key high-risk UPF include savory snacks and processed meats. However, substituting UPF with less processed foods can reduce this risk, with significant reductions noted when replacing UPF with minimally processed options. The study emphasizes the need for further research to understand these associations.",Eureka News
MHRA Approves Dupilumab for Uncontrolled COPD,2024-09-17 13:02:00,https://pharmaceutical-journal.com/article/news/mhra-approves-dupilumab-for-treatment-of-uncontrolled-copd,https://medsii.azureedge.net/images/638621749651906926-66e97d24eb7808a67efb0b4e.jpg,"The MHRA has approved dupilumab (Dupixent) as an add-on maintenance treatment for adults with uncontrolled COPD, targeting type 2 inflammation in 30-40% of patients. This approval follows positive results from two phase III trials, notably the NOTUS trial, which demonstrated a 34% reduction in COPD exacerbations and improved lung function. Common side effects were similar to those observed in other indications of dupilumab. Experts view this approval as a significant advancement for COPD treatment, pending NICE recommendations for NHS use. COPD affects about 3 million people in the UK, leading to numerous hospital admissions annually.",Google Alert - Dupixent
Lenacapavir More Effective Than Daily PrEP Truvada in Preventing HIV Infection,2024-09-17 12:58:00,https://www.contagionlive.com/view/lenacapavir-reduces-hiv-infections-by-96-demonstrates-superiority-over-another-hiv-prophylactic,https://medsii.azureedge.net/images/638621747129918090-66e97b00eb7808a67efb0b4d.jpg,"Gilead announced that its injectable HIV capsid inhibitor, lenacapavir (Sunlenca), is more effective than the daily PrEP pill, Truvada, in preventing HIV infection. Results from the PURPOSE 2 phase 3 trial showed a 99.9% prevention rate with lenacapavir, compared to a 96% relative risk reduction versus Truvada. The trial included diverse participants across multiple countries, and both medications were well-tolerated. Gilead plans to expedite access to lenacapavir, particularly in low-resource countries, and aims for regulatory approvals to make it widely available. The findings suggest lenacapavir could significantly impact HIV prevention efforts.",Contagion Live
MYL-1701P Biosimilar Equivalent Compared With Aflibercept in Diabetic Macular Edema,2024-09-17 12:46:00,https://www.ajmc.com/view/myl-1701p-efficient-safe-compared-with-aflibercept-in-diabetic-macular-edema,https://medsii.azureedge.net/images/638621739589018798-66e9790d427e3fe2df75fb71.jpg,"A study published in JAMA Ophthalmology indicates that MYL-1701P, a biosimilar to aflibercept, is effective and safe for treating diabetic macular edema. Conducted across 77 sites in 9 countries, the phase 3 trial involved 355 participants and demonstrated comparable efficacy, safety, and immunogenicity to aflibercept after one year of treatment. Both drugs showed similar improvements in best corrected visual acuity and central subfield thickness. MYL-1701P offers a viable alternative to aflibercept, although the study noted a lack of racial diversity among participants.",Google Alert - Aflibercept
Mitsubishi Pharma to Present Latest Neurodegenerative Research at 2024 American Neurological Association Meeting,2024-09-17 13:27:00,https://www.prnewswire.com/news-releases/mitsubishi-tanabe-pharma-america-to-present-latest-neurodegenerative-research-at-the-2024-american-neurological-association-149th-annual-meeting-302245698.html,https://medsii.azureedge.net/images/638621764495835324-66e982dfeb7808a67efb0b4f.jpg,"Mitsubishi Tanabe Pharma America, Inc. (MTPA) is set to present findings on ND0612 for Parkinson's disease and RADICAVA ORS® (edaravone) for ALS at the American Neurological Association (ANA) 2024 Annual Meeting in Orlando, Florida. The presentations include two studies on ND0612's efficacy and infusion site reactions, and two on the comparative efficacy of RADICAVA ORS's daily dosing versus the approved regimen in ALS patients.",PR Newswire ClinicalTrials Medical Discoveries
FDA Orphan Drug Designation for SMT-M01 in Duchenne Muscular Dystrophy,2024-09-17 13:20:00,https://www.prnewswire.com/news-releases/somite-therapeutics-announces-fda-orphan-drug-and-rare-pediatric-disease-designations-for-smt-m01-in-duchenne-muscular-dystrophy-302248051.html,https://medsii.azureedge.net/images/638621760419194263-66e97e2b427e3fe2df75fb72.jpg,"Somite Therapeutics announced that the FDA has granted Orphan Drug and Rare Pediatric Disease Designations for its lead program, SMT-M01, aimed at treating Duchenne muscular dystrophy (DMD). The program utilizes Somite's AI-driven AlphaStem platform for cell replacement therapy. Additionally, the designations offer benefits like tax credits and market exclusivity upon approval. ",PR Newswire FDA Approval
Abemaciclib & ET Outperforms Paclitaxel in Advanced Breast Cancer,2024-09-17 13:34:00,https://www.targetedonc.com/view/abemaciclib-with-et-outperforms-chemotherapy-in-advanced-breast-cancer,https://medsii.azureedge.net/images/638621768490824158-66e98436427e3fe2df75fb74.jpg,"The ABIGAIL study presented at the 2024 ESMO Congress evaluated the efficacy of abemaciclib combined with endocrine therapy (ET) versus paclitaxel in patients with hormone receptor-positive/HER2-negative advanced breast cancer. The phase 2 trial included 162 patients and found a higher overall response rate (ORR) of 58.8% for abemaciclib and ET compared to 40.2% for paclitaxel. Safety profiles were comparable, though abemaciclib showed a higher incidence of diarrhea. The study aims to challenge the standard use of chemotherapy in this patient population and is ongoing to assess long-term efficacy and progression-free survival.",Targeted Oncology
FDA Orphan Drug Designation for SMT-M01 in DMD,2024-09-17 13:20:00,https://www.prnewswire.com/news-releases/somite-therapeutics-announces-fda-orphan-drug-and-rare-pediatric-disease-designations-for-smt-m01-in-duchenne-muscular-dystrophy-302248051.html,https://medsii.azureedge.net/images/638621760419194263-66e97e2b427e3fe2df75fb72.jpg,"Somite Therapeutics announced that the FDA has granted Orphan Drug and Rare Pediatric Disease Designations for its lead program, SMT-M01, aimed at treating Duchenne muscular dystrophy (DMD). The program utilizes Somite's AI-driven AlphaStem platform for cell replacement therapy. Additionally, the designations offer benefits like tax credits and market exclusivity upon approval. ",PR Newswire FDA Approval
MYL-1701P Biosimilar Hits Equivalence With Aflibercept in Diabetic Macular Edema,2024-09-17 12:46:00,https://www.ajmc.com/view/myl-1701p-efficient-safe-compared-with-aflibercept-in-diabetic-macular-edema,https://medsii.azureedge.net/images/638621739589018798-66e9790d427e3fe2df75fb71.jpg,"A study published in JAMA Ophthalmology indicates that MYL-1701P, a biosimilar to aflibercept, is effective and safe for treating diabetic macular edema. Conducted across 77 sites in 9 countries, the phase 3 trial involved 355 participants and demonstrated comparable efficacy, safety, and immunogenicity to aflibercept after one year of treatment. Both drugs showed similar improvements in best corrected visual acuity and central subfield thickness. MYL-1701P offers a viable alternative to aflibercept, although the study noted a lack of racial diversity among participants.",Google Alert - Aflibercept
Pfizer's Ponsegromab Treats Cachexia in Trial Participants,2024-09-18 06:10:00,https://pharmaphorum.com/news/esmo-pfizer-drug-helps-cancer-patients-gain-weight,https://medsii.azureedge.net/images/638622366528871602-66ea6dfd427e3fe2df75fbb5.jpg,"Pfizer's anti-GDF-15 antibody, ponsegromab, has shown promising results in treating cancer-related cachexia, a severe metabolic syndrome with no approved treatments. Data presented at the ESMO congress revealed that ponsegromab increased weight by 5.6% in patients, surpassing the clinically meaningful threshold. The phase 2 trial involved 187 patients with cachexia linked to various cancers, showing weight gains of up to 4.6% and improvements in appetite, physical activity, and muscle mass. Pfizer plans to initiate a phase 3 study next year and is also testing the drug in heart failure patients. Cachexia affects approximately 9 million people globally.",Pharmaphorum
"Cannabidiol Alleviates Symptoms in Leigh Syndrome, Rare CNS Disease",2024-09-18 06:04:00,https://medicalxpress.com/news/2024-09-cannabidiol-alleviate-symptoms-leigh-syndrome.html,https://medsii.azureedge.net/images/638622362871641426-66ea6c5e200d2676c39ea1f3.jpg,"A study by UAB Institut de Neurociències published in Nature Communications reveals that daily cannabidiol (CBD) administration can extend lifespan and alleviate symptoms of Leigh syndrome, a severe mitochondrial disease in children. The research shows CBD improves cellular function and offers antioxidant, anti-inflammatory, and anticonvulsant effects. In animal models, it enhanced brain health, breathing, and social behavior, while also prolonging life. The findings highlight CBD's potential as a treatment, supported by its orphan drug designation from the European Medicines Agency, and aim to facilitate its clinical application for Leigh syndrome patients.",MedicalXpress
Ventilator-associated Pneumonia: Lung Microbiome Profiles Better Predict Outcomes,2024-09-18 05:58:00,https://www.hcplive.com/view/lung-microbiome-profiling-promising-approach-enhance-diagnostic-precision-for-ventilator-associated-pneumonia,https://medsii.azureedge.net/images/638622358838388018-66ea6b09eb7808a67efb0b88.jpg,"﻿Ventilator-associated pneumonia (VAP) poses a significant challenge in ICUs, affecting many patients on invasive mechanical ventilation, particularly during the COVID-19 pandemic. The LUCID-IMHO study, funded by the American Lung Association, aims to create a microbiome-based diagnostic framework for VAP. Utilizing advanced DNA metagenomics and real-time sequencing, the study assesses microbial dynamics in critically ill patients. Significant findings indicate that lung microbiome profiles predict clinical outcomes better than traditional methods, emphasizing the need for targeted antibiotic use. The study's insights could transform VAP management, reduce unnecessary antibiotics, and improve patient outcomes in critical care settings.",HCPLive
New Quarterly Respiratory Report Newsletter Available,2024-09-18 05:51:00,https://www.hcplive.com/view/welcome-to-the-respiratory-report,https://medsii.azureedge.net/images/638622354944821004-66ea69cc200d2676c39ea1f2.jpg,"HCPLive introduces ""The Respiratory Report,"" a quarterly newsletter featuring updates on pulmonary research supported by the American Lung Association.The inaugural issue highlights studies by experts on various respiratory conditions, including osteogenesis imperfecta's impact on lung function, educational interventions for hypersensitivity pneumonitis, microbiome diagnostics for ventilator-associated pneumonia, and a tool to assess respiratory infection risks in schools. The newsletter aims to provide diverse insights into advancements in pulmonology, emphasizing the importance of expert-led research in improving respiratory health and patient outcomes.",HCPLive
